review,score,label,at,cleaned_review
Jelek,0.0,neutral,2024-11-26 17:16:57,jelek
Sangat membantu dan bisa diandalkan terutama untuk penjualan online,0.0,neutral,2024-11-26 15:09:01,membantu diandalkan penjualan online
APLIKASI KEBANYAKAN KENDALA. Bayar booking sistem virtual account selalu gagal. Mending pakai yang lain aja lah. Pakai PosAja cari masalah aja....,0.0,neutral,2024-11-26 03:16:59,aplikasi kebanyakan kendala bayar booking sistem virtual account gagal mending pakai aja pakai posaja cari aja
Pengiraman paket sangat lambat. Bisa 5 -7 hari sampai. Padahal masih dalam 1 kota. Sangat disayangkan.sekelas kantor pos kalah jauh dengan ekspedisi lain baik dalam pelayanan maupun pengiriman,0.0,neutral,2024-11-24 17:15:52,pengiraman paket lambat kota disayangkan sekelas kantor pos kalah ekspedisi pelayanan pengiriman
Ekspedisi paling lelet,0.0,neutral,2024-11-23 11:18:34,ekspedisi lelet
udah bayar ongkir yang mahal tetep ajaa lelet pengirimannya lama sampenya resi gak bisa di lacak rugi bangett pake pos,0.0,neutral,2024-11-23 05:39:34,udah bayar ongkir mahal tetep ajaa lelet pengirimannya sampenya resi gak lacak rugi bangett pake pos
Paket sampai dalam 30 jam,0.0,neutral,2024-11-22 11:06:40,paket jam
Aplikasi Apaan? Login Saja Nggak Bisa.,0.0,neutral,2024-11-22 10:28:33,aplikasi login nggak
Penanganan pengantar terlalu lambat,0.0,neutral,2024-11-21 05:50:11,penanganan pengantar lambat
Pengiriman lambat,0.0,neutral,2024-11-20 11:38:47,pengiriman lambat
Update kiriman nya kok lama ya padahal penerima sudah konfirmasi barang datang mohon di update selalu,0.0,neutral,2024-11-20 04:37:37,update kiriman nya penerima konfirmasi barang mohon update
Pengiriman lambat,0.0,neutral,2024-11-17 06:39:19,pengiriman lambat
Terbaik,0.0,neutral,2024-11-15 06:55:46,terbaik
tidak bs registrasi nomor registrasi TIDAK PERNAH VALID. maaf saya uninstall.,0.0,neutral,2024-11-13 18:31:21,registrasi nomor registrasi valid maaf uninstall
Bagus,0.0,neutral,2024-11-12 04:00:32,bagus
"sangat membantu, walau ada kesalahan nama pengirim dan penerima (yg berasal dr saya sendiri) tp setelah kontak lewat CS dan email yg tersedia, semua bisa teratasi. terimkasih pos indonesia",0.0,neutral,2024-11-11 05:23:43,membantu kesalahan nama pengirim penerima berasal kontak email tersedia teratasi terimkasih pos indonesia
Sangat membantu sekali utk kirim barang,0.0,neutral,2024-11-11 05:12:53,membantu utk kirim barang
Paket tidak sampai ke tujuan,0.0,neutral,2024-11-11 00:47:30,paket tujuan
Luarbiasa,0.0,neutral,2024-11-09 00:27:49,luarbiasa
"Krim paket dari tgl 5 November blm sampai juga udh komplen ke admin pos nya mlh gk ada respon parahhh sihhh sy udh bayar mahal sengaja pengen cpt sampai paket nya urgent,, yg sehari sampai ehhh smpe skrng entah kmna paketnya,,",0.0,neutral,2024-11-07 09:36:07,krim paket tgl november blm udh komplen admin pos nya mlh respon parahhh sihhh udh bayar mahal sengaja pengen cpt paket nya urgent sehari ehhh smpe skrng kmna paketnya
"Baru download & mau registrasi, tapi pas masukin kode verifikasi yg dikirim via WA kok gabisa terus ya, muncul alert dan dibilang kode verifikasi tidak valid. Beberapa kali begitu",0.296,positive,2024-11-06 23:48:51,download registrasi pas masukin kode verifikasi dikirim via gabisa muncul alert dibilang kode verifikasi valid kali
pos aja emg paling ngerti kamu,0.0,neutral,2024-11-06 07:40:57,pos aja emg ngerti
Cepat,0.0,neutral,2024-11-06 03:38:47,cepat
Berfungsi,0.0,neutral,2024-11-05 14:10:56,berfungsi
Cara melihat data kirimanya dimana?,0.0,neutral,2024-11-04 02:17:36,data kirimanya dimana
istimewa,0.0,neutral,2024-11-04 01:32:46,istimewa
"Aplikasi abal-abal, dia yg ngirim kode verifikasi, dia juga yg nolak..entah produk BUMN apa yg bisa dibanggakan..hadeuuhh parahh, mending ga usah buat aplikasi deh klo cuma jd sarang bug dan kelemahan.",0.0,neutral,2024-11-03 23:39:10,aplikasi abal abal ngirim kode verifikasi nolak produk bumn dibanggakan hadeuuhh parahh mending aplikasi deh klo sarang bug kelemahan
"saran gua JANGAN INSTAL & JANGAN PAKE JASA PosAja! Bikin kapok orang, paket gua di yg dikirim dari kab.bogor ke suatu daerah di Tapung Hulu Kampar Riau, yg katanya 5 sudah sampai, tapi nyatanya sampai 8 terhitung dari gua mengulas disini MASIH BELUM sampai padahal gua butuh banget paket berkas tersebut. KAPOK, POS MENGECEWAKAN!!!!!!!!😡😠🤬 👎👎👎",0.0,neutral,2024-11-01 08:31:22,saran gua instal pake jasa posaja bikin kapok orang paket gua dikirim kab bogor daerah tapung hulu kampar riau terhitung gua mengulas gua butuh banget paket berkas kapok pos mengecewakan
bagus,0.0,neutral,2024-10-31 16:26:43,bagus
Jos,0.0,neutral,2024-10-30 15:41:39,jos
👍,0.0,neutral,2024-10-30 04:06:00,
"Kualitas kurir sangat payah,harus di edukasi lagi. Kalah dengan jasa ekspedisi swasta !",0.0,neutral,2024-10-29 11:42:25,kualitas kurir payah edukasi kalah jasa ekspedisi swasta
Manteppppp,0.0,neutral,2024-10-28 04:55:04,manteppppp
Aplikasi sekarang kualitas berkurang..... gk ada data PID Mempersulit pelacakan barang,0.0,neutral,2024-10-28 02:06:18,aplikasi kualitas berkurang data pid mempersulit pelacakan barang
"Maaf kenapa barang saya dari malaysia belum sampai jg, sy paket dr bln april sampai skrg blm sampai Saya kirim 2 kotak paket dan itupun sehari barengan, knp yg sampai rumah cm 1 paket sj, mohon penjelasannya",0.0,neutral,2024-10-28 00:35:26,maaf barang malaysia paket bln april skrg blm kirim kotak paket itupun sehari barengan knp rumah paket mohon penjelasannya
sangat puas,0.0,neutral,2024-10-25 07:25:58,puas
Baru coba semoga bagus dri pada aplikasi lainnya,0.0,neutral,2024-10-23 12:05:19,coba semoga bagus dri aplikasi
"nyaman.. Inovasi yang terus meningkat. kembangkan terus pelayanan pada masyarakat dengan harga/biaya yang lebih ramah atau murah serta menarik, kemudahan akses di seluruh Indonesia atau luar negeri.. PT. POS JANGAN SAMPAI KALAH DENGAN YANG LAIN.. Sehat selalu untuk semua..",0.0,neutral,2024-10-23 01:22:09,nyaman inovasi meningkat kembangkan pelayanan masyarakat harga biaya ramah murah menarik kemudahan akses indonesia negeri pos kalah sehat
Mantap,0.0,neutral,2024-10-22 23:00:41,mantap
"pengalaman pertama yang buruk, aplikasi ngefreeze ketika mau pilih metode pembayaran ga bisa di klik apapun, aplikasi di close lalu masuk lagi lihat history orderan ga ada pilihan untuk mendapatkan nomor va pembayaran hanya ada pilihan lacak pengiriman,cancel order, cetak resi, gimana mau bayar ? saya tanyakan ke admin di twitter di suruh cek secara berkala, niat mau hemat waktu dan ga perlu ribet keluar rumah karena paket akan di jemput oleh kurir malah buang2 waktu.",0.0,neutral,2024-10-22 10:08:11,pengalaman buruk aplikasi ngefreeze pilih metode pembayaran klik apapun aplikasi close masuk lihat history orderan pilihan nomor pembayaran pilihan lacak pengiriman cancel order cetak resi gimana bayar admin twitter suruh cek berkala niat hemat ribet rumah paket jemput kurir buang2
Pengiriman barang Cepat sampai alamat,0.0,neutral,2024-10-22 05:48:01,pengiriman barang cepat alamat
nice,0.4215,positive,2024-10-22 03:01:38,nice
sangat bagus,0.0,neutral,2024-10-21 13:34:51,bagus
"GK ngerti deh,sya kirim 2 paket dri Semarang to MDO ,,paket yg 1 (3hri) udh sampe,, paket yg lain sdh 2 Minggu GK nyampe nyampeee..pdhal bayar ongkir juga hampir 400rb ....",0.0,neutral,2024-10-19 03:37:21,ngerti deh sya kirim paket dri semarang mdo paket 3hri udh sampe paket sdh minggu nyampe nyampeee pdhal bayar ongkir 400rb
Keren dan praktisss,0.0,neutral,2024-10-18 03:46:21,keren praktisss
Ok,0.296,positive,2024-10-17 14:50:58,
bagus memudahkan untuk bisnis online karena bisa cod,0.0,neutral,2024-10-17 02:36:33,bagus memudahkan bisnis online cod
"Aplikasi yang sangat membantu sekali.., terimakasih posaja, kantor pos",0.0,neutral,2024-10-16 09:16:14,aplikasi membantu terimakasih posaja kantor pos
Top buat pos aja,0.2023,positive,2024-10-16 09:11:23,top pos aja
"Bermanfaat buat pelanggan, biar mudah dalam bertransaksi",0.0,neutral,2024-10-16 03:28:05,bermanfaat pelanggan biar mudah bertransaksi
Membantu tidak ribet,0.0,neutral,2024-10-15 14:29:12,membantu ribet
Payah sekali. Dari agustus sampe oktober tetep aja nggak bisa aktif,0.0,neutral,2024-10-14 05:24:01,payah agustus sampe oktober tetep aja nggak aktif
"bajigan lambat banget udah muter² lagi paketnya, ditambah pengantaran yg harusnya hari ini malah toko tutup gajelas banget, ga rekomendasi banget guys mending pake Jnt,JNE dll",0.0,neutral,2024-10-13 06:55:02,bajigan lambat banget udah muter paketnya ditambah pengantaran toko tutup gajelas banget rekomendasi banget guys mending pake jnt jne dll
"Download PosAja! Biar mudah ga perlu buka web trnyata tetep sama ajaa klo mau liat detail pengirimaan harus terhubung ke web, udah gitu gagal terus kalo mauu ngecekk. TOLONGG DIPERBARUI LAGI Y",0.0,neutral,2024-10-13 06:30:32,download posaja biar mudah buka web trnyata tetep ajaa klo liat detail pengirimaan terhubung web udah gitu gagal kalo mauu ngecekk tolongg diperbarui
Pengiriman aman dan cepat,0.0,neutral,2024-10-12 10:29:04,pengiriman aman cepat
ok,0.296,positive,2024-10-12 06:28:00,
"Pos aja mantab , ayooo kirim kirim pakai aplikasi pos aja No Ribet , No Capek . Ok.",-0.296,negative,2024-10-12 06:15:25,pos aja mantab ayooo kirim kirim pakai aplikasi pos aja ribet capek
"Pengirimannya lama banget, padahal sekelas reguler tapi paket masih muter2 aja gak nyampe2, malah duluan nyampe jasa pengiriman yang lain padahal paket hemat. Sorry pelayanan anda kurang memuaskan klo bisa malah mending gak udah dirating ini mah",-0.0772,negative,2024-10-12 04:49:32,pengirimannya banget sekelas reguler paket muter2 aja gak nyampe2 duluan nyampe jasa pengiriman paket hemat sorry pelayanan memuaskan klo mending gak udah dirating mah
biar bintang saja yang berkomentar,0.0,neutral,2024-10-12 03:57:40,biar bintang berkomentar
"Aplikasi ribet kurang simple/ ribet sekedar cek ongkir data lengkap, kurang efisien bagi kami pedagang online bila ditanya konsumen ...",0.0,neutral,2024-10-12 03:53:06,aplikasi ribet simple ribet sekedar cek ongkir data lengkap efisien pedagang online konsumen
Sangat bagus dan akurat👍,0.0,neutral,2024-10-11 05:46:15,bagus akurat
bagus cepat amanah,0.0,neutral,2024-10-09 10:38:35,bagus cepat amanah
Mantap,0.0,neutral,2024-10-09 09:24:10,mantap
makin mantap tingkatkan lagi layanan ini pos jaya,0.0,neutral,2024-10-09 07:44:32,mantap tingkatkan layanan pos jaya
jos banget aplnya,0.0,neutral,2024-10-09 07:03:45,jos banget aplnya
Tolong utk pengaduan yg bebas pulsa,0.0,neutral,2024-10-08 13:17:52,tolong utk pengaduan bebas pulsa
Ada gak ya bintang minus 1... Pos adalah jasa kirim terburuk yg pernah saya pakai. Pengiriman jarak 90KM butuh waktu berhari-hari (5hari). Jauh lebih baik jasa ekspedisi lain,0.0,neutral,2024-10-08 06:19:57,gak bintang minus pos jasa kirim terburuk pakai pengiriman jarak 90km butuh berhari 5hari jasa ekspedisi
Ini sudah ganti pin bolak balik gak bisa masuk. Ada apa ya? kok selalu aplikasi ini erorr. Jadi gak bisa saya pakai. Mau verfikasi pin baru juga lama sekali. Apa sistem ini masalah ya?,0.0,neutral,2024-10-08 05:24:59,ganti pin bolak gak masuk aplikasi erorr gak pakai verfikasi pin sistem
Bagus,0.0,neutral,2024-10-07 04:33:36,bagus
Bagus,0.0,neutral,2024-10-06 14:27:12,bagus
Aplikasi ini memungkinkan saya berjalan dengan lancar dari ponsel pintar saya di mana pun dan kapan pun saya mau. Antarmukanya mudah dinavigasi dan saya menemukan semua yang saya butuhkan dengan cepat. Saya tidak sabar menunggu [fitur],0.0,neutral,2024-10-05 13:37:12,aplikasi berjalan lancar ponsel pintar antarmukanya mudah dinavigasi menemukan butuhkan cepat sabar menunggu fitur
Siap di pickup,0.0,neutral,2024-10-05 11:27:05,pickup
"mudah ,, tinggal santai pkt sdh dipick up",0.0,neutral,2024-10-05 11:21:57,mudah tinggal santai pkt sdh dipick
Bagus lancar.gk ada kendala,0.0,neutral,2024-10-05 09:23:55,bagus lancar kendala
Good job,0.4404,positive,2024-10-05 07:51:40,good job
Sangat bagus dan membantu dalam bekerja,0.0,neutral,2024-10-05 05:02:44,bagus membantu
Verif gagal mulu padahal sesuai mana bosa daftar klo ga bsa masukin kode sdh gnti no hp pula msh gagal..,-0.296,negative,2024-10-04 23:25:26,verif gagal mulu sesuai bosa daftar klo bsa masukin kode sdh gnti msh gagal
pos aja mantap,0.0,neutral,2024-10-04 04:05:47,pos aja mantap
sangat membantu,0.0,neutral,2024-10-04 03:55:38,membantu
Good,0.4404,positive,2024-10-02 07:32:25,good
Good job,0.4404,positive,2024-10-01 11:15:59,good job
Keren,0.0,neutral,2024-09-30 02:40:29,keren
"Mau registrasi doang gak bisa bisa masuk. Tulisannya ""verifikasi kode tidak valid"" padahal kodenya udah benar",0.0,neutral,2024-09-29 21:43:11,registrasi doang gak masuk tulisannya verifikasi kode valid kodenya udah
Good job,0.4404,positive,2024-09-29 11:41:38,good job
Pengiriman super lama👎,0.5994,positive,2024-09-27 11:16:52,pengiriman super
Baik,0.0,neutral,2024-09-27 07:47:28,
"Perdana pakai app, Klo bagus next bintang 5",0.0,neutral,2024-09-27 00:10:48,perdana pakai app klo bagus next bintang
Udah download daftar masukan no telfon udh dapat code verifikasi giliran masukan kode ko keteranganya kode tidak vailed haduh tolong di perbaiki,-0.296,negative,2024-09-25 17:18:51,udah download daftar masukan telfon udh code verifikasi giliran masukan kode keteranganya kode vailed haduh tolong perbaiki
"jasa pengiriman nya terlalu mahal..masa pengiriman sesama Sulawesi ongkir nya Rp.98.000. padahal pengiriman dari Sulawesi tengah ke Sulawesi Utara. nomor kurir nya juga tidak di cantumkan di dalam detail pengiriman,malah kode kurir nya bukan nomor hp kayak di aplikasi sebelah.",0.0,neutral,2024-09-24 12:44:07,jasa pengiriman nya mahal pengiriman sulawesi ongkir nya 000 pengiriman sulawesi sulawesi utara nomor kurir nya cantumkan detail pengiriman kode kurir nya nomor kayak aplikasi sebelah
Keren..,0.0,neutral,2024-09-24 04:25:21,keren
"Verifikasi kode tidak valid terus, udh nyoba ganti nomer juga sama aja😒",0.0,neutral,2024-09-23 22:26:05,verifikasi kode valid udh nyoba ganti nomer aja
Sangat membantu pelayanan perposan,0.0,neutral,2024-09-22 09:44:04,membantu pelayanan perposan
"Pos Indonesia semakin keren, tinggal klik dari rumah paket bisa dijemput",0.0,neutral,2024-09-22 09:13:23,pos indonesia keren tinggal klik rumah paket dijemput
Kreeennn👍👍👍👍⭐⭐⭐⭐⭐⭐,0.0,neutral,2024-09-22 06:04:05,kreeennn
Nggak becus pengirimannya paket nggak sampai ke alamat tujuan,0.0,neutral,2024-09-22 02:03:35,nggak becus pengirimannya paket nggak alamat tujuan
Jelek registrasi terlalu lama di tinjau lagi developer,0.0,neutral,2024-09-21 05:47:29,jelek registrasi tinjau developer
Pelayanannya satset,0.0,neutral,2024-09-21 01:41:31,pelayanannya satset
Sangat membantu,0.0,neutral,2024-09-20 10:51:08,membantu
pengiriman cepat,0.0,neutral,2024-09-20 01:43:11,pengiriman cepat
PosAja bisa di andaikan...,0.0,neutral,2024-09-19 18:26:05,posaja andaikan
"Dengan sistem point dan cashback yg ada, jadi tambah murah ongkirnya.",0.0,neutral,2024-09-19 08:31:58,sistem point cashback murah ongkirnya
Tolong untuk aplikasi di update saya kehilangan poin saat ingin mengirim paket dengan cara pick up poin saya hilang saat pembayran paket,0.0,neutral,2024-09-19 06:30:46,tolong aplikasi update kehilangan poin mengirim paket pick poin hilang pembayran paket
"Gara gara pak pos ini ni,PKH terlambat disalurkan,kenapa harus lewat pos,udah gitu ngambil nya juga harus di kantor,di jam sekian sekian ga bisa diwakilkan..",0.0,neutral,2024-09-19 00:39:59,gara gara pos pkh terlambat disalurkan pos udah gitu ngambil nya kantor jam sekian sekian diwakilkan
"Aplikasi ekspedisi paling terbadut di Indonesia, no telp kurir gak ada... Paket nyampe bukannya konfirmasi... G da orang di bawa lagi bukannya di taro di drop box.. Punya pemerintah tapi di isi manajemen KOLOT",-0.5106,negative,2024-09-18 08:00:34,aplikasi ekspedisi terbadut indonesia telp kurir gak paket nyampe konfirmasi orang bawa taro drop box pemerintah isi manajemen kolot
Mempermudah utk pengiriman surat n barang,0.0,neutral,2024-09-17 23:41:52,mempermudah utk pengiriman surat barang
"Simple mau kirim barang pake aplikasi pos aja, ga pake ribet",0.0,neutral,2024-09-17 12:40:27,simple kirim barang pake aplikasi pos aja pake ribet
"Pelayanan kurir sgt membahayakan suka mengambil hak seller, cs nya pu ga bs di hubungi.",0.2023,positive,2024-09-17 09:42:01,pelayanan kurir sgt membahayakan suka mengambil hak seller nya hubungi
Lama lama pos TDK aman untuk pengiriman barang.kuril nya suka lambat kerja paling aneh kuril Surabaya lambat pengantaran barang... bingung sy.padahal sya langganan kirim barang loh di pos sekecil apa pun tetap dari pos sakirim barang.ini barang sampai 5 hari di gudang belum di anter kan beda dengan pos Karawang hari Sabtu atou hari Minggu tetap di antar BRG kita..,0.0,neutral,2024-09-17 02:34:04,pos tdk aman pengiriman barang kuril nya suka lambat kerja aneh kuril surabaya lambat pengantaran barang bingung sya langganan kirim barang loh pos pos sakirim barang barang gudang anter beda pos karawang sabtu atou minggu brg
aplikasi Pos Aja menjadi alat yang sangat berguna bagi siapa saja termasuk saya yang membutuhkan layanan pengiriman cepat dan efisien tanpa harus datang langsung ke kantor pos❤️,0.0,neutral,2024-09-16 10:19:22,aplikasi pos aja alat berguna membutuhkan layanan pengiriman cepat efisien langsung kantor pos
"Pengiriman lewat PosAja sangat lah mudah, selain mudah lebih aman juga untuk kirim dokumen dokumen penting 🥰🥰 sukses slalu PosAja semoga bisa selalu menjadi andalan",0.0,neutral,2024-09-15 13:07:47,pengiriman posaja mudah mudah aman kirim dokumen dokumen sukses slalu posaja semoga andalan
Aplikasi terbaik sangat membantu,0.0,neutral,2024-09-15 06:16:10,aplikasi terbaik membantu
Ok,0.296,positive,2024-09-15 01:59:51,
"Keren Kali Aplikasi PosAja..!! terutama untuk yg Kirim² Paket COD... Sangat Memudahkan Masyarakat Indonesia. Kiriman Cepat Aman dan Mamtap..... Ingat Paket, Langsung Kirim Pakai PosAja.... !!!",0.0,neutral,2024-09-14 10:42:16,keren kali aplikasi posaja kirim paket cod memudahkan masyarakat indonesia kiriman cepat aman mamtap paket langsung kirim pakai posaja
"Kinerja paling buruk Dalam pengiriman barang, Sya lakukan pembayaran biaya pengiriman melalui udara, eee malah di kirim lewat kapal laut, Sampai Estimasi waktu terima sudah lewat 5 hari barang blm kunjung sampai, Saran sya mending Tutup saja kantor pos, kalau tdk bisa lakukan pengiriman dgn jujur",0.0,neutral,2024-09-14 09:50:20,kinerja buruk pengiriman barang sya lakukan pembayaran biaya pengiriman udara eee kirim kapal laut estimasi terima barang blm kunjung saran sya mending tutup kantor pos tdk lakukan pengiriman dgn jujur
ada aplikasi PosAja jadi memudahkan pengguna kalo mau ngecek resi. Beli materai juga jadi mudah nih 😻😻😻,0.0,neutral,2024-09-14 07:08:21,aplikasi posaja memudahkan pengguna kalo ngecek resi beli materai mudah nih
"Keren,modern dan lengkap .aplikasi untuk pengiriman online tercepat dan termurah",0.0,neutral,2024-09-14 06:42:33,keren modern lengkap aplikasi pengiriman online tercepat termurah
Terbaik pokoknya Bisa cek pengiriman dimana saja kapan saja dengan aplikasi serba ada PosAja Semoga semakin sukses selalu ❤️,0.0,neutral,2024-09-14 06:23:44,terbaik pokoknya cek pengiriman dimana aplikasi serba posaja semoga sukses
Terbaikk bngett pokonya PosAja 🥰 Semoga sukses selalu ❤️🧡🧡,0.0,neutral,2024-09-14 06:14:48,terbaikk bngett pokonya posaja semoga sukses
"Posaja memang terbaik,pelayanan ramah",0.0,neutral,2024-09-14 06:08:56,posaja terbaik pelayanan ramah
"Enak sich pakai pos....pelayanan ramah cuma saya tidak suka kurirnya klo kirim barang main returt aja...pdhal ada no tlp juga udah di tunggu pelanggan....alasan pasti tidak menemukan alamat, lha terus gunanya no tlp buat apa...klo gk ketemu khan bisa di hubunggi",-0.5267,negative,2024-09-14 02:36:34,enak sich pakai pos pelayanan ramah suka kurirnya klo kirim barang main returt aja pdhal tlp udah tunggu pelanggan alasan menemukan alamat lha gunanya tlp klo ketemu khan hubunggi
Wah Dengan Pos Indonesia sudah Bertranformasi ke digital saya harapkan pelayanan dan sistem Nya semakin Baik melayani customer sepenuh Hati jangan kalah dengan Yang swasta Yah. Punya Negara harus lebih baik. Sukses selalu.,0.0,neutral,2024-09-14 01:51:07,pos indonesia bertranformasi digital harapkan pelayanan sistem nya melayani customer sepenuh hati kalah swasta yah negara sukses
"Aplikasi yang mudah digunakan,juga layanan yang sangat bermanfaat 🫰",0.0,neutral,2024-09-14 01:03:03,aplikasi mudah layanan bermanfaat
Download aplikasi pos aja lebih mudah untuk mengecek status pesanan kita .. terus berjaya untuk pos aja,0.0,neutral,2024-09-14 00:59:15,download aplikasi pos aja mudah mengecek status pesanan berjaya pos aja
Sangat membantu,0.0,neutral,2024-09-13 16:20:23,membantu
Pos Indonesia tetap yang terbaik 👍🌟🌟🌟🌟🌟,0.0,neutral,2024-09-13 06:29:24,pos indonesia terbaik
Sangat mbantu,0.0,neutral,2024-09-13 00:46:24,mbantu
"Sangat membantu, tapi apakah poin bisa digunakan jika kita yang mengirimkan barang?",0.0,neutral,2024-09-12 01:48:04,membantu poin mengirimkan barang
Semoga tetap jaya,0.0,neutral,2024-09-11 00:52:37,semoga jaya
Baik dan bermanfaat,0.0,neutral,2024-09-10 02:14:42,bermanfaat
"Ga jelas paket saya padahal lagi butuh karna penting malah tiba"" di retur",0.0,neutral,2024-09-09 23:48:39,paket butuh karna retur
OPTIMALKAN LEBIH DEKAT,0.0,neutral,2024-09-09 13:21:56,optimalkan
Aplikasinya susah buat masukin nomor rekening untuk cod,0.0,neutral,2024-09-09 10:53:20,aplikasinya susah masukin nomor rekening cod
"POIN POS AJA TIDAK BISA DI KAPAI SAMPE POIN SAYA SUDAH 500LEBIH, TOLONG DI TIDAK LANJUTI APLIKASI DAN DI PERBARUI AGAR POINNYA BISA DI PAKAI.TKS",0.0,neutral,2024-09-09 05:51:32,poin pos aja kapai sampe poin 500lebih tolong lanjuti aplikasi perbarui poinnya pakai tks
Recomended,0.0,neutral,2024-09-08 06:51:31,recomended
Reguler maupun cargo lelet,0.0,neutral,2024-09-05 23:16:08,reguler cargo lelet
Sampai dengan tgl 5 sep 24 kode VA request pick up tidak muncul,0.0,neutral,2024-09-05 12:29:47,tgl sep kode request pick muncul
Ga jelas daftar aja ga mau,0.0,neutral,2024-09-04 22:50:11,daftar aja
Bagus,0.0,neutral,2024-09-04 13:54:27,bagus
Gk ada costumer servis online nya..,0.0,neutral,2024-09-04 06:46:01,costumer servis online nya
"Mantap, pelayanannya",0.0,neutral,2024-09-04 02:01:56,mantap pelayanannya
"Jelek, gabisa verif nomor, kode invalid terus, aneh",0.0,neutral,2024-09-04 00:41:14,jelek gabisa verif nomor kode invalid aneh
gak jelas!!! masih banyak yg perlu di perbaiki. banyak sekali bug n eror nya ! terutama untuk kode verifikasi kenapa yg di berikan ke wa kita dengan yg kita bubuhkan ke kotak otp tidak singkron???,0.0,neutral,2024-09-03 17:46:10,gak perbaiki bug eror nya kode verifikasi bubuhkan kotak otp singkron
Sangat mengecewakan saya ngirim kode verifikasi dibalasnya lama mulu jadi nya saya gak sempat mulu memasukan kode verifikasi😒,0.0,neutral,2024-09-03 14:53:05,mengecewakan ngirim kode verifikasi dibalasnya mulu nya gak mulu memasukan kode verifikasi
Paket saya ga sampe sampe dari tanggal 1 keterangan alamat belom di temukan tapi di sampe hari ini ga di antar ulang dan saya tanya tidak ada respon,0.0,neutral,2024-09-03 04:28:02,paket sampe sampe tanggal keterangan alamat belom temukan sampe ulang respon
Bagus sekali,0.0,neutral,2024-09-02 12:25:16,bagus
"mau bayar ga bisa bisa. tapi di riwayat udah masuk orderannya dan di notif mau bayar ga ada nomer order. aplikasi paling ga jelas, minus banget.",0.0,neutral,2024-09-02 03:11:43,bayar riwayat udah masuk orderannya notif bayar nomer order aplikasi minus banget
"Bilangnya pengiriman sampai 3 hari gak taunya lebih dari seminggu gak sampai sampai,pos indonesia gak jelas",0.0,neutral,2024-09-01 09:56:36,bilangnya pengiriman gak taunya seminggu gak pos indonesia gak
Top,0.2023,positive,2024-08-31 01:34:20,top
Membantu,0.0,neutral,2024-08-30 13:28:27,membantu
bagus,0.0,neutral,2024-08-30 08:52:58,bagus
Bagus,0.0,neutral,2024-08-30 08:31:20,bagus
"Gercep.... Luvv pokoke pakek posaja, Anti ribet...",-0.3182,negative,2024-08-30 03:38:57,gercep luvv pokoke pakek posaja anti ribet
"Pengalaman buruk, pengiriman invalid uang tidak kembali",0.0,neutral,2024-08-29 14:08:03,pengalaman buruk pengiriman invalid uang
Aplikasi Keren,0.0,neutral,2024-08-29 08:47:50,aplikasi keren
Memudahkan pengiriman dan lacak paket,0.0,neutral,2024-08-29 05:56:28,memudahkan pengiriman lacak paket
Registrasiny susah amat yaa...brp kli submit gk bs mulu 🤦‍♀️,0.0,neutral,2024-08-29 02:12:30,registrasiny susah yaa brp kli submit mulu
Lebih mudah kirim barang,0.0,neutral,2024-08-28 01:16:12,mudah kirim barang
Mudah alias gampang,0.0,neutral,2024-08-27 12:23:57,mudah alias gampang
sangat membantu,0.0,neutral,2024-08-27 02:04:09,membantu
"Mudah, murah dan ramah",0.0,neutral,2024-08-26 14:23:11,mudah murah ramah
Tolong misal order ga jadi poin dikembalikan jangan masih nyantol aja kalau ga kita cancel,-0.25,negative,2024-08-26 05:35:34,tolong order poin dikembalikan nyantol aja cancel
Pelayanan usahakan kedepan agar lebih baik lagi,0.0,neutral,2024-08-26 04:28:30,pelayanan usahakan kedepan
"Sering eror dan ngelag, transaksi gagal tapi tercatat on oroses sampe 5x, pdhal gagal bayar, untuk pickup tdk ada pemberitahuan ttg kurir, smoga lbh baik lgi, kalau saja td sering lag app sngat membantu olshop",-0.34,negative,2024-08-26 04:23:44,eror ngelag transaksi gagal tercatat oroses sampe pdhal gagal bayar pickup tdk pemberitahuan ttg kurir smoga lbh lgi lag app sngat membantu olshop
Sangat kecewa barang dah sampai di sortir 2 hari belum di antar setelah saya cek malah salah salur kiriman jadi nyesel pake jasa kirim pos,0.0,neutral,2024-08-26 00:45:51,kecewa barang dah sortir cek salah salur kiriman nyesel pake jasa kirim pos
"Gajelas,daftar aja gagal mulu masukin kode verify",0.0,neutral,2024-08-24 22:25:08,gajelas daftar aja gagal mulu masukin kode verify
Keren lah,0.0,neutral,2024-08-23 13:04:37,keren
Aplikasi yang bagus tapi masih banyak yang belum tahu,0.0,neutral,2024-08-22 06:35:26,aplikasi bagus
Aman dan amanah,0.0,neutral,2024-08-21 07:59:44,aman amanah
